
==================================================
Loading embedding model: paraphrase-multilingual-MiniLM-L12-v2...

Embedding Similarity Benchmark Results (Model: paraphrase-multilingual-MiniLM-L12-v2):

| ZhiWen File   | Equivalent File   |   Cosine Similarity |
| post_0085.zw  | post_0085.json    |              0.8526 |

Average Cosine Similarity (paraphrase-multilingual-MiniLM-L12-v2): 0.8583


==================================================
Loading embedding model: all-MiniLM-L6-v2...

Embedding Similarity Benchmark Results (Model: all-MiniLM-L6-v2):

| ZhiWen File   | Equivalent File   |   Cosine Similarity |
|---------------|-------------------|---------------------|
| post_0037.zw  | post_0037.json    |              0.8862 |
| post_0095.zw  | post_0095.json    |              0.7056 |
| post_0043.zw  | post_0043.json    |              0.8023 |
| post_0090.zw  | post_0090.json    |              0.8808 |
| post_0016.zw  | post_0016.json    |              0.8395 |
| post_0017.zw  | post_0017.json    |              0.8119 |
| post_0052.zw  | post_0052.json    |              0.7922 |
| post_0093.zw  | post_0093.json    |              0.8178 |
| post_0092.zw  | post_0092.json    |              0.8329 |
| post_0028.zw  | post_0028.json    |              0.8856 |
| post_0005.zw  | post_0005.json    |              0.8552 |
| post_0044.zw  | post_0044.json    |              0.8845 |
| post_0061.zw  | post_0061.json    |              0.8396 |
| post_0042.zw  | post_0042.json    |              0.8937 |
| post_0048.zw  | post_0048.json    |              0.8689 |
| post_0079.zw  | post_0079.json    |              0.8127 |
| post_0094.zw  | post_0094.json    |              0.8949 |
| post_0080.zw  | post_0080.json    |              0.7272 |
| post_0035.zw  | post_0035.json    |              0.8675 |
| post_0049.zw  | post_0049.json    |              0.8424 |
| post_0075.zw  | post_0075.json    |              0.8363 |
| post_0086.zw  | post_0086.json    |              0.8473 |
| post_0067.zw  | post_0067.json    |              0.8494 |
| post_0050.zw  | post_0050.json    |              0.7284 |
| post_0074.zw  | post_0074.json    |              0.6635 |
| post_0062.zw  | post_0062.json    |              0.5894 |
| post_0091.zw  | post_0091.json    |              0.8931 |
| post_0025.zw  | post_0025.json    |              0.8335 |
| post_0036.zw  | post_0036.json    |              0.7077 |
| post_0065.zw  | post_0065.json    |              0.8498 |
| post_0045.zw  | post_0045.json    |              0.8658 |
| post_0007.zw  | post_0007.json    |              0.8124 |
| post_0057.zw  | post_0057.json    |              0.8516 |
| post_0015.zw  | post_0015.json    |              0.7836 |
| post_0020.zw  | post_0020.json    |              0.8487 |
| post_0056.zw  | post_0056.json    |              0.8387 |
| post_0087.zw  | post_0087.json    |              0.8791 |
| post_0084.zw  | post_0084.json    |              0.8003 |
| post_0081.zw  | post_0081.json    |              0.8559 |
| post_0021.zw  | post_0021.json    |              0.8246 |
| post_0046.zw  | post_0046.json    |              0.8598 |
| post_0031.zw  | post_0031.json    |              0.8712 |
| post_0097.zw  | post_0097.json    |              0.3482 |
| post_0077.zw  | post_0077.json    |              0.7832 |
| post_0001.zw  | post_0001.json    |              0.7578 |
| post_0063.zw  | post_0063.json    |              0.8138 |
| post_0009.zw  | post_0009.json    |              0.8365 |
| post_0054.zw  | post_0054.json    |              0.8615 |
| post_0098.zw  | post_0098.json    |              0.773  |
| post_0018.zw  | post_0018.json    |              0.6377 |
| post_0029.zw  | post_0029.json    |              0.6458 |
| post_0069.zw  | post_0069.json    |              0.8886 |
| post_0089.zw  | post_0089.json    |              0.8637 |
| post_0038.zw  | post_0038.json    |              0.8937 |
| post_0078.zw  | post_0078.json    |              0.7715 |
| post_0019.zw  | post_0019.json    |              0.7892 |
| post_0014.zw  | post_0014.json    |              0.8431 |
| post_0068.zw  | post_0068.json    |              0.7496 |
| post_0071.zw  | post_0071.json    |              0.8075 |
| post_0013.zw  | post_0013.json    |              0.8833 |
| post_0073.zw  | post_0073.json    |              0.761  |
| post_0041.zw  | post_0041.json    |              0.8521 |
| post_0010.zw  | post_0010.json    |              0.8125 |
| post_0099.zw  | post_0099.json    |              0.8191 |
| post_0058.zw  | post_0058.json    |              0.7661 |
| post_0004.zw  | post_0004.json    |              0.9303 |
| post_0040.zw  | post_0040.json    |              0.9023 |
| post_0003.zw  | post_0003.json    |              0.9583 |
| post_0055.zw  | post_0055.json    |              0.7162 |
| post_0024.zw  | post_0024.json    |              0.7707 |
| post_0066.zw  | post_0066.json    |              0.8809 |
| post_0002.zw  | post_0002.json    |              0.5099 |
| post_0060.zw  | post_0060.json    |              0.7762 |
| post_0022.zw  | post_0022.json    |              0.7742 |
| post_0064.zw  | post_0064.json    |              0.84   |
| post_0053.zw  | post_0053.json    |              0.9313 |
| post_0076.zw  | post_0076.json    |              0.8573 |
| post_0082.zw  | post_0082.json    |              0.8624 |
| post_0026.zw  | post_0026.json    |              0.8276 |
| post_0083.zw  | post_0083.json    |              0.831  |
| post_0006.zw  | post_0006.json    |              0.7778 |
| post_0023.zw  | post_0023.json    |              0.8113 |
| post_0033.zw  | post_0033.json    |              0.8193 |
| post_0070.zw  | post_0070.json    |              0.8797 |
| post_0059.zw  | post_0059.json    |              0.7722 |
| post_0039.zw  | post_0039.json    |              0.8691 |
| post_0030.zw  | post_0030.json    |              0.9141 |
| post_0011.zw  | post_0011.json    |              0.7488 |
| post_0000.zw  | post_0000.json    |              0.4715 |
| post_0072.zw  | post_0072.json    |              0.7956 |
| post_0088.zw  | post_0088.json    |              0.8779 |
| post_0032.zw  | post_0032.json    |              0.7272 |
| post_0027.zw  | post_0027.json    |              0.8155 |
| post_0034.zw  | post_0034.json    |              0.8217 |
| post_0008.zw  | post_0008.json    |              0.7502 |
| post_0047.zw  | post_0047.json    |              0.6634 |
| post_0012.zw  | post_0012.json    |              0.8348 |
| post_0051.zw  | post_0051.json    |              0.8198 |
| post_0096.zw  | post_0096.json    |              0.7884 |
| post_0085.zw  | post_0085.json    |              0.9026 |

Average Cosine Similarity (all-MiniLM-L6-v2): 0.8082


==================================================
Loading embedding model: sentence-transformers/use-cmlm-multilingual...

Embedding Similarity Benchmark Results (Model: sentence-transformers/use-cmlm-multilingual):

| ZhiWen File   | Equivalent File   |   Cosine Similarity |
|---------------|-------------------|---------------------|
| post_0037.zw  | post_0037.json    |              0.9835 |
| post_0095.zw  | post_0095.json    |              0.9282 |
| post_0043.zw  | post_0043.json    |              0.9102 |
| post_0090.zw  | post_0090.json    |              0.983  |
| post_0016.zw  | post_0016.json    |              0.8946 |
| post_0017.zw  | post_0017.json    |              0.9562 |
| post_0052.zw  | post_0052.json    |              0.9444 |
| post_0093.zw  | post_0093.json    |              0.8953 |
| post_0092.zw  | post_0092.json    |              0.9083 |
| post_0028.zw  | post_0028.json    |              0.9268 |
| post_0005.zw  | post_0005.json    |              0.9607 |
| post_0044.zw  | post_0044.json    |              0.9683 |
| post_0061.zw  | post_0061.json    |              0.8924 |
| post_0042.zw  | post_0042.json    |              0.9561 |
| post_0048.zw  | post_0048.json    |              0.953  |
| post_0079.zw  | post_0079.json    |              0.9702 |
| post_0094.zw  | post_0094.json    |              0.9513 |
| post_0080.zw  | post_0080.json    |              0.9229 |
| post_0035.zw  | post_0035.json    |              0.923  |
| post_0049.zw  | post_0049.json    |              0.9749 |
| post_0075.zw  | post_0075.json    |              0.8048 |
| post_0086.zw  | post_0086.json    |              0.9214 |
| post_0067.zw  | post_0067.json    |              0.931  |
| post_0050.zw  | post_0050.json    |              0.935  |
| post_0074.zw  | post_0074.json    |              0.9304 |
| post_0062.zw  | post_0062.json    |              0.67   |
| post_0091.zw  | post_0091.json    |              0.9582 |
| post_0025.zw  | post_0025.json    |              0.9381 |
| post_0036.zw  | post_0036.json    |              0.9441 |
| post_0065.zw  | post_0065.json    |              0.8351 |
| post_0045.zw  | post_0045.json    |              0.8739 |
| post_0007.zw  | post_0007.json    |              0.9568 |
| post_0057.zw  | post_0057.json    |              0.9178 |
| post_0015.zw  | post_0015.json    |              0.8967 |
| post_0020.zw  | post_0020.json    |              0.9533 |
| post_0056.zw  | post_0056.json    |              0.9232 |
| post_0087.zw  | post_0087.json    |              0.9297 |
| post_0084.zw  | post_0084.json    |              0.9282 |
| post_0081.zw  | post_0081.json    |              0.9593 |
| post_0021.zw  | post_0021.json    |              0.9687 |
| post_0046.zw  | post_0046.json    |              0.9    |
| post_0031.zw  | post_0031.json    |              0.9466 |
| post_0097.zw  | post_0097.json    |              0.4629 |
| post_0077.zw  | post_0077.json    |              0.9607 |
| post_0001.zw  | post_0001.json    |              0.9754 |
| post_0063.zw  | post_0063.json    |              0.8646 |
| post_0009.zw  | post_0009.json    |              0.8525 |
| post_0054.zw  | post_0054.json    |              0.9676 |
| post_0098.zw  | post_0098.json    |              0.9758 |
| post_0018.zw  | post_0018.json    |              0.9182 |
| post_0029.zw  | post_0029.json    |              0.914  |
| post_0069.zw  | post_0069.json    |              0.9786 |
| post_0089.zw  | post_0089.json    |              0.9362 |
| post_0038.zw  | post_0038.json    |              0.8538 |
| post_0078.zw  | post_0078.json    |              0.9013 |
| post_0019.zw  | post_0019.json    |              0.8737 |
| post_0014.zw  | post_0014.json    |              0.8334 |
| post_0068.zw  | post_0068.json    |              0.9377 |
| post_0071.zw  | post_0071.json    |              0.9078 |
| post_0013.zw  | post_0013.json    |              0.9463 |
| post_0073.zw  | post_0073.json    |              0.9239 |
| post_0041.zw  | post_0041.json    |              0.9373 |
| post_0010.zw  | post_0010.json    |              0.9444 |
| post_0099.zw  | post_0099.json    |              0.9228 |
| post_0058.zw  | post_0058.json    |              0.8391 |
| post_0004.zw  | post_0004.json    |              0.9657 |
| post_0040.zw  | post_0040.json    |              0.9554 |
| post_0003.zw  | post_0003.json    |              0.9755 |
| post_0055.zw  | post_0055.json    |              0.872  |
| post_0024.zw  | post_0024.json    |              0.886  |
| post_0066.zw  | post_0066.json    |              0.9519 |
| post_0002.zw  | post_0002.json    |              0.5844 |
| post_0060.zw  | post_0060.json    |              0.8785 |
| post_0022.zw  | post_0022.json    |              0.8294 |
| post_0064.zw  | post_0064.json    |              0.9501 |
| post_0053.zw  | post_0053.json    |              0.9292 |
| post_0076.zw  | post_0076.json    |              0.9605 |
| post_0082.zw  | post_0082.json    |              0.9663 |
| post_0026.zw  | post_0026.json    |              0.8869 |
| post_0083.zw  | post_0083.json    |              0.9389 |
| post_0006.zw  | post_0006.json    |              0.9246 |
| post_0023.zw  | post_0023.json    |              0.9423 |
| post_0033.zw  | post_0033.json    |              0.9636 |
| post_0070.zw  | post_0070.json    |              0.9564 |
| post_0059.zw  | post_0059.json    |              0.9198 |
| post_0039.zw  | post_0039.json    |              0.9517 |
| post_0030.zw  | post_0030.json    |              0.9676 |
| post_0011.zw  | post_0011.json    |              0.9445 |
| post_0000.zw  | post_0000.json    |              0.5261 |
| post_0072.zw  | post_0072.json    |              0.9607 |
| post_0088.zw  | post_0088.json    |              0.9177 |
| post_0032.zw  | post_0032.json    |              0.9213 |
| post_0027.zw  | post_0027.json    |              0.9775 |
| post_0034.zw  | post_0034.json    |              0.9324 |
| post_0008.zw  | post_0008.json    |              0.897  |
| post_0047.zw  | post_0047.json    |              0.8822 |
| post_0012.zw  | post_0012.json    |              0.92   |
| post_0051.zw  | post_0051.json    |              0.9618 |
| post_0096.zw  | post_0096.json    |              0.9323 |
| post_0085.zw  | post_0085.json    |              0.9499 |

Average Cosine Similarity (sentence-transformers/use-cmlm-multilingual): 0.9133
